query_id Q0 docid rank TfIdf_score system_name
26 Q0 1922 1 1.211909 BM25
26 Q0 3068 2 0.598805 BM25
26 Q0 2626 3 0.558361 BM25
26 Q0 1461 4 0.481083 BM25
26 Q0 2870 5 0.444663 BM25
26 Q0 2578 6 0.420413 BM25
26 Q0 2939 7 0.396037 BM25
26 Q0 2709 8 0.392651 BM25
26 Q0 2844 9 0.383335 BM25
26 Q0 3154 10 0.364810 BM25
26 Q0 2876 11 0.341123 BM25
26 Q0 2740 12 0.340237 BM25
26 Q0 2840 13 0.325028 BM25
26 Q0 3128 14 0.315223 BM25
26 Q0 2364 15 0.306788 BM25
26 Q0 2377 16 0.306583 BM25
26 Q0 2479 17 0.292281 BM25
26 Q0 2438 18 0.291107 BM25
26 Q0 1290 19 0.290412 BM25
26 Q0 2111 20 0.287557 BM25
26 Q0 3105 21 0.283821 BM25
26 Q0 617 22 0.269292 BM25
26 Q0 2256 23 0.264925 BM25
26 Q0 2867 24 0.261549 BM25
26 Q0 2407 25 0.261145 BM25
26 Q0 1750 26 0.260928 BM25
26 Q0 59 27 0.260855 BM25
26 Q0 2632 28 0.254485 BM25
26 Q0 2882 29 0.254229 BM25
26 Q0 2372 30 0.252822 BM25
26 Q0 2878 31 0.252205 BM25
26 Q0 1341 32 0.251191 BM25
26 Q0 1951 33 0.248584 BM25
26 Q0 1680 34 0.248437 BM25
26 Q0 2080 35 0.248318 BM25
26 Q0 2379 36 0.246974 BM25
26 Q0 2069 37 0.242580 BM25
26 Q0 84 38 0.240959 BM25
26 Q0 1462 39 0.240541 BM25
26 Q0 2629 40 0.235331 BM25
26 Q0 2888 41 0.233768 BM25
26 Q0 2138 42 0.229838 BM25
26 Q0 1591 43 0.228539 BM25
26 Q0 2852 44 0.228501 BM25
26 Q0 1755 45 0.228321 BM25
26 Q0 2482 46 0.228083 BM25
26 Q0 2525 47 0.225007 BM25
26 Q0 1728 48 0.222518 BM25
26 Q0 2597 49 0.220986 BM25
26 Q0 3150 50 0.220276 BM25
26 Q0 2317 51 0.219141 BM25
26 Q0 2621 52 0.217209 BM25
26 Q0 1476 53 0.216811 BM25
26 Q0 618 54 0.216222 BM25
26 Q0 2311 55 0.211710 BM25
26 Q0 121 56 0.209804 BM25
26 Q0 2985 57 0.209454 BM25
26 Q0 86 58 0.205665 BM25
26 Q0 2366 59 0.205523 BM25
26 Q0 1754 60 0.204802 BM25
26 Q0 1752 61 0.201770 BM25
26 Q0 2319 62 0.199651 BM25
26 Q0 2321 63 0.199426 BM25
26 Q0 2767 64 0.197928 BM25
26 Q0 2345 65 0.197694 BM25
26 Q0 1677 66 0.195955 BM25
26 Q0 2826 67 0.195032 BM25
26 Q0 1747 68 0.194517 BM25
26 Q0 439 69 0.192994 BM25
26 Q0 104 70 0.192116 BM25
26 Q0 2558 71 0.192044 BM25
26 Q0 3026 72 0.190487 BM25
26 Q0 2219 73 0.187739 BM25
26 Q0 2314 74 0.186197 BM25
26 Q0 1387 75 0.183372 BM25
26 Q0 638 76 0.183209 BM25
26 Q0 1247 77 0.182393 BM25
26 Q0 2868 78 0.180790 BM25
26 Q0 1552 79 0.177811 BM25
26 Q0 1844 80 0.177675 BM25
26 Q0 2796 81 0.176949 BM25
26 Q0 1572 82 0.174690 BM25
26 Q0 2151 83 0.173631 BM25
26 Q0 3183 84 0.172710 BM25
26 Q0 597 85 0.172062 BM25
26 Q0 1636 86 0.171876 BM25
26 Q0 3127 87 0.171368 BM25
26 Q0 25 88 0.170774 BM25
26 Q0 3141 89 0.168643 BM25
26 Q0 971 90 0.168411 BM25
26 Q0 1472 91 0.168123 BM25
26 Q0 300 92 0.167500 BM25
26 Q0 2995 93 0.166759 BM25
26 Q0 3025 94 0.166727 BM25
26 Q0 251 95 0.165309 BM25
26 Q0 2320 96 0.164233 BM25
26 Q0 1338 97 0.163969 BM25
26 Q0 2821 98 0.163632 BM25
26 Q0 2950 99 0.163326 BM25
26 Q0 2358 100 0.163030 BM25
