query_id Q0 docid rank TfIdf_score system_name
2 Q0 3059 1 0.844370 BM25
2 Q0 727 2 0.626130 BM25
2 Q0 335 3 0.464397 BM25
2 Q0 2714 4 0.374212 BM25
2 Q0 2250 5 0.373845 BM25
2 Q0 47 6 0.369813 BM25
2 Q0 1519 7 0.365126 BM25
2 Q0 2905 8 0.355297 BM25
2 Q0 2219 9 0.351057 BM25
2 Q0 1364 10 0.322891 BM25
2 Q0 2554 11 0.322719 BM25
2 Q0 1012 12 0.318028 BM25
2 Q0 2039 13 0.316248 BM25
2 Q0 597 14 0.305061 BM25
2 Q0 1727 15 0.298589 BM25
2 Q0 1977 16 0.296201 BM25
2 Q0 1588 17 0.296169 BM25
2 Q0 3129 18 0.292991 BM25
2 Q0 2 19 0.289764 BM25
2 Q0 1821 20 0.278362 BM25
2 Q0 3078 21 0.276002 BM25
2 Q0 372 22 0.273500 BM25
2 Q0 394 23 0.273500 BM25
2 Q0 246 24 0.273134 BM25
2 Q0 1931 25 0.271576 BM25
2 Q0 847 26 0.266373 BM25
2 Q0 204 27 0.265238 BM25
2 Q0 1569 28 0.265237 BM25
2 Q0 2100 29 0.264829 BM25
2 Q0 2476 30 0.263283 BM25
2 Q0 1264 31 0.260839 BM25
2 Q0 2177 32 0.255906 BM25
2 Q0 391 33 0.255533 BM25
2 Q0 1702 34 0.255533 BM25
2 Q0 3136 35 0.252302 BM25
2 Q0 626 36 0.252170 BM25
2 Q0 526 37 0.251191 BM25
2 Q0 2448 38 0.249452 BM25
2 Q0 2713 39 0.249452 BM25
2 Q0 497 40 0.249367 BM25
2 Q0 2194 41 0.243986 BM25
2 Q0 3144 42 0.240818 BM25
2 Q0 749 43 0.240200 BM25
2 Q0 760 44 0.240200 BM25
2 Q0 648 45 0.240200 BM25
2 Q0 1990 46 0.239781 BM25
2 Q0 1488 47 0.234793 BM25
2 Q0 171 48 0.234690 BM25
2 Q0 2422 49 0.232611 BM25
2 Q0 3171 50 0.232387 BM25
2 Q0 1343 51 0.231756 BM25
2 Q0 2534 52 0.231466 BM25
2 Q0 2352 53 0.227985 BM25
2 Q0 242 54 0.227010 BM25
2 Q0 3028 55 0.226267 BM25
2 Q0 1941 56 0.225858 BM25
2 Q0 2852 57 0.225433 BM25
2 Q0 1057 58 0.223885 BM25
2 Q0 1301 59 0.223885 BM25
2 Q0 2473 60 0.223497 BM25
2 Q0 1259 61 0.223077 BM25
2 Q0 1430 62 0.222207 BM25
2 Q0 1527 63 0.220630 BM25
2 Q0 1010 64 0.220502 BM25
2 Q0 1530 65 0.217978 BM25
2 Q0 225 66 0.216531 BM25
2 Q0 1136 67 0.213463 BM25
2 Q0 2472 68 0.213463 BM25
2 Q0 1881 69 0.212445 BM25
2 Q0 1315 70 0.211019 BM25
2 Q0 740 71 0.210589 BM25
2 Q0 569 72 0.210589 BM25
2 Q0 563 73 0.210589 BM25
2 Q0 2845 74 0.210486 BM25
2 Q0 18 75 0.209645 BM25
2 Q0 201 76 0.209645 BM25
2 Q0 200 77 0.209645 BM25
2 Q0 1582 78 0.209645 BM25
2 Q0 880 79 0.209645 BM25
2 Q0 2939 80 0.208682 BM25
2 Q0 1594 81 0.207853 BM25
2 Q0 2440 82 0.207763 BM25
2 Q0 1096 83 0.207763 BM25
2 Q0 1981 84 0.207763 BM25
2 Q0 3034 85 0.204085 BM25
2 Q0 2439 86 0.203580 BM25
2 Q0 1974 87 0.203246 BM25
2 Q0 290 88 0.203186 BM25
2 Q0 459 89 0.203186 BM25
2 Q0 998 90 0.203186 BM25
2 Q0 2638 91 0.203186 BM25
2 Q0 1378 92 0.203183 BM25
2 Q0 881 93 0.203183 BM25
2 Q0 282 94 0.202804 BM25
2 Q0 1379 95 0.202678 BM25
2 Q0 2917 96 0.202358 BM25
2 Q0 1272 97 0.200186 BM25
2 Q0 2143 98 0.198124 BM25
2 Q0 1575 99 0.197108 BM25
2 Q0 1371 100 0.197108 BM25
