query_id Q0 docid rank TfIdf_score system_name
10 Q0 2714 1 0.605292 BM25
10 Q0 1795 2 0.421790 BM25
10 Q0 2316 3 0.420072 BM25
10 Q0 2603 4 0.416949 BM25
10 Q0 3075 5 0.404453 BM25
10 Q0 3059 6 0.395993 BM25
10 Q0 2700 7 0.339653 BM25
10 Q0 2785 8 0.326710 BM25
10 Q0 1262 9 0.320014 BM25
10 Q0 141 10 0.317493 BM25
10 Q0 2266 11 0.300965 BM25
10 Q0 2973 12 0.299656 BM25
10 Q0 2685 13 0.299259 BM25
10 Q0 1158 14 0.298563 BM25
10 Q0 392 15 0.297299 BM25
10 Q0 2896 16 0.296243 BM25
10 Q0 1098 17 0.290076 BM25
10 Q0 34 18 0.285906 BM25
10 Q0 119 19 0.275762 BM25
10 Q0 2312 20 0.267913 BM25
10 Q0 1366 21 0.255823 BM25
10 Q0 1678 22 0.255275 BM25
10 Q0 2406 23 0.253337 BM25
10 Q0 2295 24 0.250169 BM25
10 Q0 194 25 0.249452 BM25
10 Q0 2342 26 0.244736 BM25
10 Q0 2129 27 0.240939 BM25
10 Q0 2814 28 0.237734 BM25
10 Q0 1703 29 0.229467 BM25
10 Q0 2705 30 0.228905 BM25
10 Q0 676 31 0.227726 BM25
10 Q0 121 32 0.227726 BM25
10 Q0 42 33 0.227726 BM25
10 Q0 651 34 0.223079 BM25
10 Q0 220 35 0.221301 BM25
10 Q0 1459 36 0.221005 BM25
10 Q0 532 37 0.215229 BM25
10 Q0 3150 38 0.211930 BM25
10 Q0 2895 39 0.211474 BM25
10 Q0 628 40 0.210126 BM25
10 Q0 2865 41 0.206536 BM25
10 Q0 35 42 0.206175 BM25
10 Q0 3148 43 0.199814 BM25
10 Q0 1644 44 0.195944 BM25
10 Q0 1846 45 0.195212 BM25
10 Q0 3156 46 0.191269 BM25
10 Q0 1708 47 0.191119 BM25
10 Q0 1536 48 0.188804 BM25
10 Q0 2645 49 0.186163 BM25
10 Q0 1819 50 0.182980 BM25
10 Q0 2782 51 0.180758 BM25
10 Q0 2404 52 0.180550 BM25
10 Q0 1923 53 0.179694 BM25
10 Q0 2401 54 0.172431 BM25
10 Q0 2710 55 0.170259 BM25
10 Q0 1601 56 0.169400 BM25
10 Q0 1466 57 0.167674 BM25
10 Q0 920 58 0.163723 BM25
10 Q0 2661 59 0.163723 BM25
10 Q0 2317 60 0.162684 BM25
10 Q0 3166 61 0.162403 BM25
10 Q0 1569 62 0.159435 BM25
10 Q0 3077 63 0.159064 BM25
10 Q0 2514 64 0.156040 BM25
10 Q0 2470 65 0.153202 BM25
10 Q0 3105 66 0.152194 BM25
10 Q0 2131 67 0.149566 BM25
10 Q0 1468 68 0.147688 BM25
10 Q0 3085 69 0.147366 BM25
10 Q0 950 70 0.145333 BM25
10 Q0 2132 71 0.144072 BM25
10 Q0 1852 72 0.143163 BM25
10 Q0 2851 73 0.142653 BM25
10 Q0 2557 74 0.141115 BM25
10 Q0 2305 75 0.140312 BM25
10 Q0 2080 76 0.139471 BM25
10 Q0 1142 77 0.137758 BM25
10 Q0 3073 78 0.137694 BM25
10 Q0 1828 79 0.136587 BM25
10 Q0 2707 80 0.134852 BM25
10 Q0 1199 81 0.134781 BM25
10 Q0 1306 82 0.134431 BM25
10 Q0 83 83 0.134211 BM25
10 Q0 1411 84 0.132989 BM25
10 Q0 2570 85 0.132416 BM25
10 Q0 2195 86 0.130908 BM25
10 Q0 2135 87 0.130583 BM25
10 Q0 1934 88 0.130381 BM25
10 Q0 2084 89 0.130026 BM25
10 Q0 2119 90 0.125614 BM25
10 Q0 2740 91 0.125435 BM25
10 Q0 2650 92 0.124991 BM25
10 Q0 2175 93 0.124465 BM25
10 Q0 2838 94 0.123541 BM25
10 Q0 1747 95 0.121317 BM25
10 Q0 1835 96 0.120274 BM25
10 Q0 824 97 0.120162 BM25
10 Q0 2326 98 0.117925 BM25
10 Q0 2182 99 0.116209 BM25
10 Q0 2254 100 0.114756 BM25
