query_id Q0 docid rank TfIdf_score system_name
31 Q0 3047 1 1.347581 BM25
31 Q0 1839 2 1.117524 BM25
31 Q0 2065 3 1.002729 BM25
31 Q0 1686 4 0.936655 BM25
31 Q0 1899 5 0.775453 BM25
31 Q0 1327 6 0.729462 BM25
31 Q0 2528 7 0.724334 BM25
31 Q0 2283 8 0.675084 BM25
31 Q0 3013 9 0.673928 BM25
31 Q0 2370 10 0.657746 BM25
31 Q0 2826 11 0.652497 BM25
31 Q0 1144 12 0.624542 BM25
31 Q0 195 13 0.608593 BM25
31 Q0 2125 14 0.597398 BM25
31 Q0 2529 15 0.595103 BM25
31 Q0 1440 16 0.568656 BM25
31 Q0 533 17 0.544293 BM25
31 Q0 2142 18 0.537259 BM25
31 Q0 2446 19 0.526509 BM25
31 Q0 721 20 0.517023 BM25
31 Q0 1085 21 0.501982 BM25
31 Q0 1388 22 0.480269 BM25
31 Q0 1563 23 0.476090 BM25
31 Q0 1204 24 0.470728 BM25
31 Q0 1065 25 0.462681 BM25
31 Q0 1741 26 0.461039 BM25
31 Q0 3015 27 0.459349 BM25
31 Q0 1721 28 0.456952 BM25
31 Q0 78 29 0.455031 BM25
31 Q0 1796 30 0.442827 BM25
31 Q0 2231 31 0.437599 BM25
31 Q0 1952 32 0.433312 BM25
31 Q0 1660 33 0.433312 BM25
31 Q0 1363 34 0.432686 BM25
31 Q0 1424 35 0.419421 BM25
31 Q0 49 36 0.417023 BM25
31 Q0 5 37 0.416766 BM25
31 Q0 1961 38 0.412473 BM25
31 Q0 674 39 0.411441 BM25
31 Q0 1261 40 0.410162 BM25
31 Q0 606 41 0.407638 BM25
31 Q0 931 42 0.397862 BM25
31 Q0 986 43 0.388180 BM25
31 Q0 1891 44 0.381006 BM25
31 Q0 1384 45 0.376461 BM25
31 Q0 3077 46 0.375315 BM25
31 Q0 1119 47 0.374483 BM25
31 Q0 2660 48 0.370540 BM25
31 Q0 1802 49 0.368253 BM25
31 Q0 2315 50 0.364772 BM25
31 Q0 331 51 0.364456 BM25
31 Q0 2727 52 0.363984 BM25
31 Q0 2689 53 0.363660 BM25
31 Q0 1929 54 0.362471 BM25
31 Q0 1361 55 0.362319 BM25
31 Q0 2005 56 0.361592 BM25
31 Q0 1529 57 0.356597 BM25
31 Q0 597 58 0.356109 BM25
31 Q0 1289 59 0.355849 BM25
31 Q0 1422 60 0.355849 BM25
31 Q0 3075 61 0.355549 BM25
31 Q0 415 62 0.353949 BM25
31 Q0 3059 63 0.349340 BM25
31 Q0 2051 64 0.348970 BM25
31 Q0 89 65 0.346678 BM25
31 Q0 1414 66 0.344160 BM25
31 Q0 1064 67 0.344160 BM25
31 Q0 2663 68 0.343769 BM25
31 Q0 3010 69 0.343406 BM25
31 Q0 1403 70 0.340742 BM25
31 Q0 1381 71 0.340235 BM25
31 Q0 922 72 0.337516 BM25
31 Q0 1302 73 0.333215 BM25
31 Q0 1063 74 0.333215 BM25
31 Q0 1335 75 0.333215 BM25
31 Q0 1999 76 0.332815 BM25
31 Q0 392 77 0.331283 BM25
31 Q0 1233 78 0.327975 BM25
31 Q0 2351 79 0.327880 BM25
31 Q0 1873 80 0.325767 BM25
31 Q0 687 81 0.325650 BM25
31 Q0 159 82 0.325650 BM25
31 Q0 900 83 0.325650 BM25
31 Q0 2408 84 0.324789 BM25
31 Q0 1251 85 0.324074 BM25
31 Q0 2275 86 0.324046 BM25
31 Q0 2244 87 0.324040 BM25
31 Q0 2211 88 0.323710 BM25
31 Q0 1490 89 0.322945 BM25
31 Q0 3076 90 0.322079 BM25
31 Q0 1249 91 0.320242 BM25
31 Q0 1428 92 0.319404 BM25
31 Q0 1350 93 0.317193 BM25
31 Q0 2243 94 0.315825 BM25
31 Q0 2999 95 0.315261 BM25
31 Q0 685 96 0.314590 BM25
31 Q0 419 97 0.314590 BM25
31 Q0 160 98 0.314590 BM25
31 Q0 158 99 0.314590 BM25
31 Q0 1492 100 0.314590 BM25
