query_id Q0 docid rank TfIdf_score system_name
4 Q0 2342 1 0.865369 BM25
4 Q0 3043 2 0.774896 BM25
4 Q0 3059 3 0.772733 BM25
4 Q0 2439 4 0.657422 BM25
4 Q0 2905 5 0.645682 BM25
4 Q0 3128 6 0.603980 BM25
4 Q0 3049 7 0.584071 BM25
4 Q0 1634 8 0.525001 BM25
4 Q0 2501 9 0.518026 BM25
4 Q0 3103 10 0.517469 BM25
4 Q0 1943 11 0.473872 BM25
4 Q0 1846 12 0.470387 BM25
4 Q0 2578 13 0.468099 BM25
4 Q0 2438 14 0.444607 BM25
4 Q0 2848 15 0.439992 BM25
4 Q0 2939 16 0.438466 BM25
4 Q0 403 17 0.438227 BM25
4 Q0 3148 18 0.432380 BM25
4 Q0 1588 19 0.428361 BM25
4 Q0 2445 20 0.417435 BM25
4 Q0 409 21 0.415711 BM25
4 Q0 2519 22 0.411172 BM25
4 Q0 2969 23 0.409182 BM25
4 Q0 3141 24 0.405874 BM25
4 Q0 2900 25 0.400228 BM25
4 Q0 52 26 0.394294 BM25
4 Q0 2844 27 0.394159 BM25
4 Q0 2377 28 0.378743 BM25
4 Q0 2371 29 0.372040 BM25
4 Q0 2767 30 0.368549 BM25
4 Q0 2849 31 0.364613 BM25
4 Q0 2949 32 0.362046 BM25
4 Q0 2684 33 0.361288 BM25
4 Q0 3105 34 0.359635 BM25
4 Q0 3171 35 0.358985 BM25
4 Q0 2895 36 0.355385 BM25
4 Q0 3018 37 0.352024 BM25
4 Q0 1727 38 0.351286 BM25
4 Q0 2476 39 0.348875 BM25
4 Q0 2958 40 0.342175 BM25
4 Q0 1488 41 0.338509 BM25
4 Q0 2263 42 0.329411 BM25
4 Q0 2406 43 0.328083 BM25
4 Q0 3069 44 0.321347 BM25
4 Q0 1272 45 0.320321 BM25
4 Q0 1759 46 0.319452 BM25
4 Q0 1624 47 0.313671 BM25
4 Q0 1905 48 0.312959 BM25
4 Q0 2228 49 0.312128 BM25
4 Q0 1530 50 0.309948 BM25
4 Q0 3056 51 0.308432 BM25
4 Q0 2273 52 0.307634 BM25
4 Q0 2932 53 0.304720 BM25
4 Q0 1506 54 0.304675 BM25
4 Q0 2815 55 0.303273 BM25
4 Q0 2666 56 0.301957 BM25
4 Q0 2215 57 0.301330 BM25
4 Q0 3137 58 0.300803 BM25
4 Q0 1253 59 0.300272 BM25
4 Q0 1527 60 0.300115 BM25
4 Q0 435 61 0.298514 BM25
4 Q0 880 62 0.297658 BM25
4 Q0 69 63 0.295107 BM25
4 Q0 2096 64 0.293887 BM25
4 Q0 2865 65 0.283643 BM25
4 Q0 1135 66 0.279916 BM25
4 Q0 2331 67 0.279072 BM25
4 Q0 2748 68 0.278095 BM25
4 Q0 2912 69 0.278042 BM25
4 Q0 2710 70 0.277975 BM25
4 Q0 1369 71 0.277075 BM25
4 Q0 1145 72 0.275426 BM25
4 Q0 124 73 0.274403 BM25
4 Q0 2359 74 0.272441 BM25
4 Q0 3188 75 0.272011 BM25
4 Q0 1014 76 0.271267 BM25
4 Q0 2376 77 0.269193 BM25
4 Q0 2134 78 0.266926 BM25
4 Q0 2931 79 0.264783 BM25
4 Q0 1166 80 0.263877 BM25
4 Q0 2196 81 0.261771 BM25
4 Q0 1152 82 0.261265 BM25
4 Q0 1863 83 0.260241 BM25
4 Q0 1780 84 0.256212 BM25
4 Q0 1651 85 0.256198 BM25
4 Q0 3020 86 0.253730 BM25
4 Q0 3013 87 0.252633 BM25
4 Q0 2177 88 0.252457 BM25
4 Q0 526 89 0.251191 BM25
4 Q0 2491 90 0.249362 BM25
4 Q0 617 91 0.249228 BM25
4 Q0 1010 92 0.249139 BM25
4 Q0 2810 93 0.248322 BM25
4 Q0 1458 94 0.247461 BM25
4 Q0 2709 95 0.246619 BM25
4 Q0 2536 96 0.246448 BM25
4 Q0 695 97 0.245663 BM25
4 Q0 1150 98 0.242865 BM25
4 Q0 1985 99 0.242117 BM25
4 Q0 2150 100 0.241615 BM25
