query_id Q0 docid rank TfIdf_score system_name
17 Q0 2464 1 0.625446 BM25
17 Q0 2748 2 0.606362 BM25
17 Q0 2491 3 0.598438 BM25
17 Q0 1795 4 0.546477 BM25
17 Q0 2495 5 0.487065 BM25
17 Q0 2897 6 0.402633 BM25
17 Q0 48 7 0.382675 BM25
17 Q0 1362 8 0.325862 BM25
17 Q0 1947 9 0.317196 BM25
17 Q0 2834 10 0.306292 BM25
17 Q0 1655 11 0.293661 BM25
17 Q0 195 12 0.291367 BM25
17 Q0 3080 13 0.287966 BM25
17 Q0 2611 14 0.287020 BM25
17 Q0 1289 15 0.281472 BM25
17 Q0 2533 16 0.280017 BM25
17 Q0 1756 17 0.278321 BM25
17 Q0 1414 18 0.272226 BM25
17 Q0 1064 19 0.272226 BM25
17 Q0 1187 20 0.263569 BM25
17 Q0 2527 21 0.255890 BM25
17 Q0 1652 22 0.255079 BM25
17 Q0 2079 23 0.247262 BM25
17 Q0 66 24 0.240613 BM25
17 Q0 1757 25 0.234929 BM25
17 Q0 2835 26 0.230907 BM25
17 Q0 2904 27 0.228897 BM25
17 Q0 230 28 0.227409 BM25
17 Q0 1658 29 0.212351 BM25
17 Q0 1231 30 0.211053 BM25
17 Q0 2253 31 0.206552 BM25
17 Q0 2586 32 0.204918 BM25
17 Q0 1232 33 0.203202 BM25
17 Q0 1670 34 0.200675 BM25
17 Q0 1204 35 0.197597 BM25
17 Q0 3054 36 0.189153 BM25
17 Q0 3005 37 0.188415 BM25
17 Q0 79 38 0.188331 BM25
17 Q0 35 39 0.188331 BM25
17 Q0 1922 40 0.185087 BM25
17 Q0 3066 41 0.182346 BM25
17 Q0 2964 42 0.180010 BM25
17 Q0 2107 43 0.179739 BM25
17 Q0 1676 44 0.173870 BM25
17 Q0 1065 45 0.172293 BM25
17 Q0 797 46 0.171078 BM25
17 Q0 1992 47 0.170784 BM25
17 Q0 3171 48 0.167122 BM25
17 Q0 1016 49 0.166057 BM25
17 Q0 2624 50 0.163964 BM25
17 Q0 2616 51 0.163598 BM25
17 Q0 2344 52 0.161529 BM25
17 Q0 2133 53 0.151555 BM25
17 Q0 1223 54 0.149659 BM25
17 Q0 333 55 0.146325 BM25
17 Q0 91 56 0.144401 BM25
17 Q0 2836 57 0.139800 BM25
17 Q0 1162 58 0.130601 BM25
17 Q0 2888 59 0.130320 BM25
17 Q0 1852 60 0.127123 BM25
17 Q0 2106 61 0.125302 BM25
17 Q0 537 62 0.124596 BM25
17 Q0 1564 63 0.124303 BM25
17 Q0 2290 64 0.123431 BM25
17 Q0 93 65 0.117650 BM25
17 Q0 1066 66 0.114866 BM25
17 Q0 3115 67 0.112123 BM25
17 Q0 1973 68 0.110269 BM25
17 Q0 252 69 0.109427 BM25
17 Q0 1523 70 0.107960 BM25
17 Q0 1134 71 0.107699 BM25
17 Q0 2423 72 0.107597 BM25
17 Q0 1167 73 0.106850 BM25
17 Q0 2746 74 0.104211 BM25
17 Q0 2735 75 0.103349 BM25
17 Q0 1786 76 0.099784 BM25
17 Q0 2919 77 0.098180 BM25
17 Q0 1619 78 0.097202 BM25
17 Q0 1168 79 0.096621 BM25
17 Q0 3175 80 0.095949 BM25
17 Q0 1651 81 0.095787 BM25
17 Q0 1402 82 0.092338 BM25
17 Q0 2379 83 0.091696 BM25
17 Q0 2929 84 0.090458 BM25
17 Q0 2552 85 0.089651 BM25
17 Q0 3130 86 0.088360 BM25
17 Q0 2944 87 0.088058 BM25
17 Q0 1868 88 0.087879 BM25
17 Q0 2701 89 0.087205 BM25
17 Q0 2680 90 0.086033 BM25
17 Q0 1884 91 0.084765 BM25
17 Q0 3196 92 0.084161 BM25
17 Q0 2138 93 0.083539 BM25
17 Q0 1486 94 0.080921 BM25
17 Q0 1148 95 0.080834 BM25
17 Q0 124 96 0.079957 BM25
17 Q0 1783 97 0.079933 BM25
17 Q0 2979 98 0.078412 BM25
17 Q0 3173 99 0.076611 BM25
17 Q0 2801 100 0.071715 BM25
