query_id Q0 docid rank TfIdf_score system_name
16 Q0 1922 1 1.057850 BM25
16 Q0 2452 2 0.631189 BM25
16 Q0 2740 3 0.624043 BM25
16 Q0 1461 4 0.571292 BM25
16 Q0 2629 5 0.550230 BM25
16 Q0 3002 6 0.542360 BM25
16 Q0 1736 7 0.535104 BM25
16 Q0 3141 8 0.526483 BM25
16 Q0 855 9 0.525761 BM25
16 Q0 3068 10 0.497037 BM25
16 Q0 2114 11 0.494023 BM25
16 Q0 2009 12 0.486885 BM25
16 Q0 1846 13 0.439958 BM25
16 Q0 2407 14 0.379668 BM25
16 Q0 2342 15 0.368969 BM25
16 Q0 2688 16 0.358516 BM25
16 Q0 409 17 0.352420 BM25
16 Q0 225 18 0.352007 BM25
16 Q0 2080 19 0.350760 BM25
16 Q0 2160 20 0.347238 BM25
16 Q0 1961 21 0.343749 BM25
16 Q0 243 22 0.340155 BM25
16 Q0 1475 23 0.334866 BM25
16 Q0 3043 24 0.333967 BM25
16 Q0 1058 25 0.324294 BM25
16 Q0 1462 26 0.321586 BM25
16 Q0 2376 27 0.321188 BM25
16 Q0 269 28 0.320578 BM25
16 Q0 1750 29 0.317300 BM25
16 Q0 1753 30 0.314038 BM25
16 Q0 2379 31 0.297769 BM25
16 Q0 2345 32 0.296238 BM25
16 Q0 2174 33 0.294472 BM25
16 Q0 2184 34 0.291289 BM25
16 Q0 2069 35 0.289957 BM25
16 Q0 2888 36 0.288779 BM25
16 Q0 525 37 0.284328 BM25
16 Q0 1026 38 0.284286 BM25
16 Q0 2479 39 0.280160 BM25
16 Q0 2522 40 0.278788 BM25
16 Q0 2991 41 0.277326 BM25
16 Q0 1748 42 0.274854 BM25
16 Q0 3114 43 0.273162 BM25
16 Q0 43 44 0.271690 BM25
16 Q0 296 45 0.269747 BM25
16 Q0 2852 46 0.265046 BM25
16 Q0 2482 47 0.264589 BM25
16 Q0 2704 48 0.259517 BM25
16 Q0 2266 49 0.256716 BM25
16 Q0 3134 50 0.254924 BM25
16 Q0 1755 51 0.254269 BM25
16 Q0 849 52 0.252861 BM25
16 Q0 1226 53 0.252710 BM25
16 Q0 618 54 0.249988 BM25
16 Q0 1032 55 0.249137 BM25
16 Q0 2378 56 0.247494 BM25
16 Q0 2138 57 0.247242 BM25
16 Q0 1950 58 0.246361 BM25
16 Q0 2525 59 0.243450 BM25
16 Q0 2833 60 0.240971 BM25
16 Q0 2111 61 0.239332 BM25
16 Q0 2320 62 0.236247 BM25
16 Q0 3127 63 0.235797 BM25
16 Q0 89 64 0.234616 BM25
16 Q0 2317 65 0.232760 BM25
16 Q0 2710 66 0.232720 BM25
16 Q0 1680 67 0.232297 BM25
16 Q0 2140 68 0.228677 BM25
16 Q0 1752 69 0.227632 BM25
16 Q0 1749 70 0.226315 BM25
16 Q0 3119 71 0.225717 BM25
16 Q0 822 72 0.222722 BM25
16 Q0 3157 73 0.221510 BM25
16 Q0 2840 74 0.220164 BM25
16 Q0 457 75 0.219153 BM25
16 Q0 1959 76 0.217526 BM25
16 Q0 1514 77 0.213009 BM25
16 Q0 2693 78 0.212226 BM25
16 Q0 3023 79 0.211196 BM25
16 Q0 2255 80 0.208799 BM25
16 Q0 786 81 0.207992 BM25
16 Q0 2524 82 0.206376 BM25
16 Q0 2406 83 0.204746 BM25
16 Q0 1135 84 0.202574 BM25
16 Q0 69 85 0.197893 BM25
16 Q0 892 86 0.197175 BM25
16 Q0 1517 87 0.196051 BM25
16 Q0 827 88 0.195995 BM25
16 Q0 2357 89 0.194774 BM25
16 Q0 2622 90 0.194734 BM25
16 Q0 3063 91 0.192956 BM25
16 Q0 2257 92 0.191168 BM25
16 Q0 332 93 0.190359 BM25
16 Q0 2582 94 0.190026 BM25
16 Q0 2258 95 0.189994 BM25
16 Q0 412 96 0.189962 BM25
16 Q0 3058 97 0.189302 BM25
16 Q0 3026 98 0.187639 BM25
16 Q0 696 99 0.187175 BM25
16 Q0 2920 100 0.187034 BM25
