query_id Q0 docid rank TfIdf_score system_name
59 Q0 2905 1 0.931902 BM25
59 Q0 3134 2 0.854394 BM25
59 Q0 1681 3 0.785675 BM25
59 Q0 2476 4 0.780604 BM25
59 Q0 2711 5 0.748434 BM25
59 Q0 28 6 0.735099 BM25
59 Q0 1527 7 0.729664 BM25
59 Q0 1665 8 0.714748 BM25
59 Q0 144 9 0.704925 BM25
59 Q0 1725 10 0.704231 BM25
59 Q0 2403 11 0.670645 BM25
59 Q0 2111 12 0.658922 BM25
59 Q0 1235 13 0.657090 BM25
59 Q0 137 14 0.623534 BM25
59 Q0 1855 15 0.613032 BM25
59 Q0 1488 16 0.610178 BM25
59 Q0 2127 17 0.603647 BM25
59 Q0 1457 18 0.594705 BM25
59 Q0 2278 19 0.591554 BM25
59 Q0 2288 20 0.588711 BM25
59 Q0 1700 21 0.586270 BM25
59 Q0 3126 22 0.583932 BM25
59 Q0 1456 23 0.572931 BM25
59 Q0 1486 24 0.561488 BM25
59 Q0 891 25 0.553509 BM25
59 Q0 1525 26 0.517993 BM25
59 Q0 944 27 0.516286 BM25
59 Q0 2059 28 0.504988 BM25
59 Q0 2852 29 0.503214 BM25
59 Q0 344 30 0.502965 BM25
59 Q0 544 31 0.502965 BM25
59 Q0 1699 32 0.493245 BM25
59 Q0 1927 33 0.492772 BM25
59 Q0 3046 34 0.491994 BM25
59 Q0 2091 35 0.490716 BM25
59 Q0 510 36 0.486970 BM25
59 Q0 1856 37 0.485500 BM25
59 Q0 2407 38 0.481303 BM25
59 Q0 1051 39 0.481256 BM25
59 Q0 1112 40 0.479378 BM25
59 Q0 2978 41 0.472395 BM25
59 Q0 1287 42 0.471960 BM25
59 Q0 3034 43 0.471679 BM25
59 Q0 1152 44 0.469950 BM25
59 Q0 2705 45 0.469888 BM25
59 Q0 2481 46 0.459428 BM25
59 Q0 1162 47 0.459082 BM25
59 Q0 292 48 0.458525 BM25
59 Q0 2882 49 0.457699 BM25
59 Q0 617 50 0.457397 BM25
59 Q0 2484 51 0.446943 BM25
59 Q0 2730 52 0.445693 BM25
59 Q0 2715 53 0.444653 BM25
59 Q0 1989 54 0.444070 BM25
59 Q0 2437 55 0.443098 BM25
59 Q0 2615 56 0.442748 BM25
59 Q0 1888 57 0.441982 BM25
59 Q0 78 58 0.438440 BM25
59 Q0 2739 59 0.434663 BM25
59 Q0 1264 60 0.429764 BM25
59 Q0 2208 61 0.429620 BM25
59 Q0 1693 62 0.427396 BM25
59 Q0 626 63 0.426604 BM25
59 Q0 1519 64 0.424923 BM25
59 Q0 275 65 0.422471 BM25
59 Q0 681 66 0.411418 BM25
59 Q0 2258 67 0.411003 BM25
59 Q0 2532 68 0.410330 BM25
59 Q0 2070 69 0.409839 BM25
59 Q0 2650 70 0.403750 BM25
59 Q0 1462 71 0.402530 BM25
59 Q0 1703 72 0.401013 BM25
59 Q0 661 73 0.396139 BM25
59 Q0 2795 74 0.395033 BM25
59 Q0 1818 75 0.394384 BM25
59 Q0 2078 76 0.392497 BM25
59 Q0 719 77 0.387271 BM25
59 Q0 727 78 0.386736 BM25
59 Q0 3138 79 0.386703 BM25
59 Q0 3087 80 0.384155 BM25
59 Q0 1359 81 0.381422 BM25
59 Q0 2688 82 0.380417 BM25
59 Q0 651 83 0.379546 BM25
59 Q0 2764 84 0.376925 BM25
59 Q0 1619 85 0.375704 BM25
59 Q0 1483 86 0.375510 BM25
59 Q0 1184 87 0.374318 BM25
59 Q0 1746 88 0.370209 BM25
59 Q0 2307 89 0.369025 BM25
59 Q0 3198 90 0.367957 BM25
59 Q0 354 91 0.367004 BM25
59 Q0 1441 92 0.366186 BM25
59 Q0 2870 93 0.365007 BM25
59 Q0 2990 94 0.363660 BM25
59 Q0 1455 95 0.362806 BM25
59 Q0 2516 96 0.362186 BM25
59 Q0 1976 97 0.362067 BM25
59 Q0 191 98 0.352064 BM25
59 Q0 1846 99 0.351968 BM25
59 Q0 3196 100 0.349778 BM25
