query_id Q0 docid rank TfIdf_score system_name
8 Q0 1685 1 1.062942 BM25
8 Q0 2776 2 0.799081 BM25
8 Q0 2614 3 0.743887 BM25
8 Q0 2371 4 0.633541 BM25
8 Q0 3068 5 0.610431 BM25
8 Q0 2625 6 0.565319 BM25
8 Q0 2951 7 0.553878 BM25
8 Q0 1752 8 0.530027 BM25
8 Q0 2515 9 0.528150 BM25
8 Q0 2482 10 0.525271 BM25
8 Q0 2219 11 0.522284 BM25
8 Q0 2500 12 0.511406 BM25
8 Q0 1461 13 0.481083 BM25
8 Q0 2949 14 0.476372 BM25
8 Q0 1688 15 0.474529 BM25
8 Q0 2197 16 0.468372 BM25
8 Q0 1261 17 0.444228 BM25
8 Q0 2088 18 0.441077 BM25
8 Q0 1687 19 0.441077 BM25
8 Q0 1695 20 0.433412 BM25
8 Q0 1723 21 0.429110 BM25
8 Q0 828 22 0.398219 BM25
8 Q0 3 23 0.394107 BM25
8 Q0 1690 24 0.386573 BM25
8 Q0 820 25 0.377016 BM25
8 Q0 1611 26 0.371237 BM25
8 Q0 1505 27 0.370498 BM25
8 Q0 8 28 0.369813 BM25
8 Q0 3133 29 0.356917 BM25
8 Q0 2499 30 0.356377 BM25
8 Q0 2890 31 0.354684 BM25
8 Q0 1989 32 0.354343 BM25
8 Q0 1751 33 0.346764 BM25
8 Q0 2740 34 0.340237 BM25
8 Q0 2969 35 0.338783 BM25
8 Q0 2578 36 0.337393 BM25
8 Q0 3032 37 0.336343 BM25
8 Q0 2757 38 0.331550 BM25
8 Q0 1680 39 0.325515 BM25
8 Q0 1877 40 0.324852 BM25
8 Q0 2379 41 0.320586 BM25
8 Q0 2830 42 0.318795 BM25
8 Q0 1938 43 0.309058 BM25
8 Q0 1928 44 0.308888 BM25
8 Q0 2597 45 0.304266 BM25
8 Q0 3040 46 0.302103 BM25
8 Q0 2479 47 0.299515 BM25
8 Q0 517 48 0.298467 BM25
8 Q0 383 49 0.297149 BM25
8 Q0 3059 50 0.296598 BM25
8 Q0 2111 51 0.291649 BM25
8 Q0 2522 52 0.289211 BM25
8 Q0 2892 53 0.287784 BM25
8 Q0 3158 54 0.284104 BM25
8 Q0 1776 55 0.280619 BM25
8 Q0 2228 56 0.276020 BM25
8 Q0 2712 57 0.275091 BM25
8 Q0 2080 58 0.275047 BM25
8 Q0 2920 59 0.273233 BM25
8 Q0 2407 60 0.273133 BM25
8 Q0 3038 61 0.271563 BM25
8 Q0 2128 62 0.266423 BM25
8 Q0 3076 63 0.265632 BM25
8 Q0 757 64 0.264784 BM25
8 Q0 2485 65 0.262478 BM25
8 Q0 2867 66 0.261549 BM25
8 Q0 666 67 0.260807 BM25
8 Q0 2882 68 0.256675 BM25
8 Q0 1846 69 0.254951 BM25
8 Q0 1951 70 0.253689 BM25
8 Q0 2020 71 0.247789 BM25
8 Q0 2852 72 0.245248 BM25
8 Q0 1462 73 0.244204 BM25
8 Q0 2069 74 0.242580 BM25
8 Q0 2840 75 0.242285 BM25
8 Q0 1822 76 0.237933 BM25
8 Q0 2138 77 0.237810 BM25
8 Q0 2629 78 0.237707 BM25
8 Q0 36 79 0.233413 BM25
8 Q0 2454 80 0.232884 BM25
8 Q0 3127 81 0.232640 BM25
8 Q0 2991 82 0.230198 BM25
8 Q0 1755 83 0.228321 BM25
8 Q0 2525 84 0.227968 BM25
8 Q0 3083 85 0.227920 BM25
8 Q0 3150 86 0.226728 BM25
8 Q0 1591 87 0.225420 BM25
8 Q0 1728 88 0.225346 BM25
8 Q0 1704 89 0.221116 BM25
8 Q0 2317 90 0.220509 BM25
8 Q0 1750 91 0.220430 BM25
8 Q0 2541 92 0.220007 BM25
8 Q0 2621 93 0.219972 BM25
8 Q0 2358 94 0.217676 BM25
8 Q0 2372 95 0.217139 BM25
8 Q0 441 96 0.216693 BM25
8 Q0 1785 97 0.215933 BM25
8 Q0 2858 98 0.215778 BM25
8 Q0 2311 99 0.214972 BM25
8 Q0 1735 100 0.211509 BM25
