query_id Q0 docid rank TfIdf_score system_name
62 Q0 1961 1 0.870409 BM25
62 Q0 2714 2 0.605292 BM25
62 Q0 1368 3 0.528961 BM25
62 Q0 2327 4 0.506520 BM25
62 Q0 2975 5 0.505887 BM25
62 Q0 2932 6 0.495780 BM25
62 Q0 2927 7 0.471858 BM25
62 Q0 2430 8 0.428828 BM25
62 Q0 2790 9 0.423940 BM25
62 Q0 1595 10 0.396673 BM25
62 Q0 2076 11 0.395478 BM25
62 Q0 2685 12 0.376133 BM25
62 Q0 1725 13 0.372543 BM25
62 Q0 1266 14 0.358755 BM25
62 Q0 2333 15 0.346266 BM25
62 Q0 2346 16 0.326209 BM25
62 Q0 2189 17 0.322708 BM25
62 Q0 1262 18 0.321730 BM25
62 Q0 1424 19 0.321196 BM25
62 Q0 3075 20 0.317980 BM25
62 Q0 141 21 0.317493 BM25
62 Q0 3059 22 0.316259 BM25
62 Q0 1856 23 0.302884 BM25
62 Q0 1158 24 0.301634 BM25
62 Q0 2973 25 0.301260 BM25
62 Q0 2896 26 0.297304 BM25
62 Q0 392 27 0.297299 BM25
62 Q0 2216 28 0.290560 BM25
62 Q0 2337 29 0.287139 BM25
62 Q0 2342 30 0.285778 BM25
62 Q0 2700 31 0.280280 BM25
62 Q0 1948 32 0.264904 BM25
62 Q0 2702 33 0.263069 BM25
62 Q0 3086 34 0.255101 BM25
62 Q0 2649 35 0.254293 BM25
62 Q0 3156 36 0.250513 BM25
62 Q0 2616 37 0.246521 BM25
62 Q0 1101 38 0.242404 BM25
62 Q0 1136 39 0.239684 BM25
62 Q0 2121 40 0.239684 BM25
62 Q0 2648 41 0.237435 BM25
62 Q0 2266 42 0.236125 BM25
62 Q0 1795 43 0.234919 BM25
62 Q0 2401 44 0.233663 BM25
62 Q0 2200 45 0.233627 BM25
62 Q0 2326 46 0.230692 BM25
62 Q0 2709 47 0.223661 BM25
62 Q0 2720 48 0.223581 BM25
62 Q0 1143 49 0.216140 BM25
62 Q0 320 50 0.216051 BM25
62 Q0 2785 51 0.215664 BM25
62 Q0 2865 52 0.207937 BM25
62 Q0 2580 53 0.207297 BM25
62 Q0 2743 54 0.201095 BM25
62 Q0 2291 55 0.201065 BM25
62 Q0 335 56 0.198751 BM25
62 Q0 2476 57 0.198455 BM25
62 Q0 2672 58 0.196541 BM25
62 Q0 2545 59 0.196172 BM25
62 Q0 1846 60 0.195212 BM25
62 Q0 3163 61 0.194688 BM25
62 Q0 950 62 0.193423 BM25
62 Q0 2255 63 0.186203 BM25
62 Q0 1048 64 0.185086 BM25
62 Q0 2227 65 0.184554 BM25
62 Q0 2504 66 0.182359 BM25
62 Q0 1309 67 0.179320 BM25
62 Q0 1933 68 0.178535 BM25
62 Q0 2914 69 0.178232 BM25
62 Q0 2195 70 0.177277 BM25
62 Q0 2220 71 0.175686 BM25
62 Q0 2598 72 0.175638 BM25
62 Q0 2596 73 0.174131 BM25
62 Q0 2882 74 0.170150 BM25
62 Q0 1601 75 0.169988 BM25
62 Q0 2323 76 0.169894 BM25
62 Q0 1664 77 0.169338 BM25
62 Q0 2837 78 0.168633 BM25
62 Q0 2560 79 0.167624 BM25
62 Q0 1887 80 0.166574 BM25
62 Q0 1841 81 0.166560 BM25
62 Q0 1569 82 0.162656 BM25
62 Q0 1334 83 0.160618 BM25
62 Q0 2842 84 0.160269 BM25
62 Q0 1911 85 0.156721 BM25
62 Q0 1957 86 0.156356 BM25
62 Q0 1840 87 0.152062 BM25
62 Q0 2469 88 0.151498 BM25
62 Q0 1566 89 0.150767 BM25
62 Q0 2895 90 0.150704 BM25
62 Q0 1468 91 0.148195 BM25
62 Q0 252 92 0.148171 BM25
62 Q0 1932 93 0.147504 BM25
62 Q0 3045 94 0.146961 BM25
62 Q0 2133 95 0.146859 BM25
62 Q0 2938 96 0.146224 BM25
62 Q0 1934 97 0.145742 BM25
62 Q0 2809 98 0.143749 BM25
62 Q0 2263 99 0.143451 BM25
62 Q0 3107 100 0.142929 BM25
