query_id Q0 docid rank TfIdf_score system_name
58 Q0 1816 1 1.065513 BM25
58 Q0 2395 2 1.061873 BM25
58 Q0 1644 3 0.783798 BM25
58 Q0 1344 4 0.779494 BM25
58 Q0 3166 5 0.762132 BM25
58 Q0 1631 6 0.721256 BM25
58 Q0 2779 7 0.716179 BM25
58 Q0 2670 8 0.692078 BM25
58 Q0 2418 9 0.688243 BM25
58 Q0 2634 10 0.684306 BM25
58 Q0 2585 11 0.679879 BM25
58 Q0 1876 12 0.666406 BM25
58 Q0 2098 13 0.653099 BM25
58 Q0 2351 14 0.617396 BM25
58 Q0 765 15 0.616955 BM25
58 Q0 2101 16 0.609683 BM25
58 Q0 3049 17 0.601615 BM25
58 Q0 1709 18 0.595015 BM25
58 Q0 1578 19 0.581132 BM25
58 Q0 266 20 0.570975 BM25
58 Q0 840 21 0.566230 BM25
58 Q0 3138 22 0.556259 BM25
58 Q0 2533 23 0.546354 BM25
58 Q0 2767 24 0.533957 BM25
58 Q0 1586 25 0.529174 BM25
58 Q0 2488 26 0.523705 BM25
58 Q0 884 27 0.520667 BM25
58 Q0 2592 28 0.511407 BM25
58 Q0 297 29 0.507467 BM25
58 Q0 1474 30 0.503267 BM25
58 Q0 660 31 0.492421 BM25
58 Q0 2223 32 0.492249 BM25
58 Q0 2993 33 0.488411 BM25
58 Q0 2212 34 0.483047 BM25
58 Q0 1848 35 0.470574 BM25
58 Q0 981 36 0.467512 BM25
58 Q0 2604 37 0.464783 BM25
58 Q0 2930 38 0.462125 BM25
58 Q0 3059 39 0.460071 BM25
58 Q0 1734 40 0.456198 BM25
58 Q0 2994 41 0.454443 BM25
58 Q0 2102 42 0.440467 BM25
58 Q0 432 43 0.433103 BM25
58 Q0 2003 44 0.426396 BM25
58 Q0 1864 45 0.424137 BM25
58 Q0 2766 46 0.417913 BM25
58 Q0 2456 47 0.407197 BM25
58 Q0 1873 48 0.405236 BM25
58 Q0 2907 49 0.403003 BM25
58 Q0 2216 50 0.402942 BM25
58 Q0 3034 51 0.397839 BM25
58 Q0 28 52 0.395372 BM25
58 Q0 2067 53 0.395232 BM25
58 Q0 2978 54 0.393564 BM25
58 Q0 1839 55 0.390456 BM25
58 Q0 3002 56 0.389308 BM25
58 Q0 2525 57 0.386629 BM25
58 Q0 1802 58 0.386055 BM25
58 Q0 1188 59 0.385069 BM25
58 Q0 2771 60 0.384649 BM25
58 Q0 2224 61 0.384365 BM25
58 Q0 1398 62 0.383466 BM25
58 Q0 1443 63 0.383295 BM25
58 Q0 2986 64 0.382537 BM25
58 Q0 1264 65 0.381873 BM25
58 Q0 1755 66 0.381533 BM25
58 Q0 2470 67 0.380482 BM25
58 Q0 1519 68 0.378760 BM25
58 Q0 2145 69 0.375574 BM25
58 Q0 2955 70 0.374016 BM25
58 Q0 2904 71 0.373655 BM25
58 Q0 2379 72 0.372388 BM25
58 Q0 2439 73 0.372133 BM25
58 Q0 2225 74 0.371351 BM25
58 Q0 755 75 0.370165 BM25
58 Q0 1946 76 0.368542 BM25
58 Q0 1366 77 0.364150 BM25
58 Q0 2490 78 0.363163 BM25
58 Q0 1698 79 0.360365 BM25
58 Q0 933 80 0.359808 BM25
58 Q0 2238 81 0.359808 BM25
58 Q0 1146 82 0.357296 BM25
58 Q0 2263 83 0.356146 BM25
58 Q0 2542 84 0.353504 BM25
58 Q0 2868 85 0.353349 BM25
58 Q0 827 86 0.353100 BM25
58 Q0 287 87 0.349974 BM25
58 Q0 2249 88 0.348544 BM25
58 Q0 1863 89 0.347108 BM25
58 Q0 1977 90 0.346194 BM25
58 Q0 961 91 0.345992 BM25
58 Q0 2062 92 0.345771 BM25
58 Q0 3137 93 0.345542 BM25
58 Q0 1252 94 0.344271 BM25
58 Q0 1779 95 0.343183 BM25
58 Q0 1778 96 0.343183 BM25
58 Q0 371 97 0.341014 BM25
58 Q0 1304 98 0.339922 BM25
58 Q0 2088 99 0.339138 BM25
58 Q0 1687 100 0.339138 BM25
