query_id Q0 docid rank BM25_Stopping_score system_name
44 Q0 2829 1 0.735278 BM25_Stopping
44 Q0 2825 2 0.489502 BM25_Stopping
44 Q0 1823 3 0.438578 BM25_Stopping
44 Q0 1732 4 0.438578 BM25_Stopping
44 Q0 2523 5 0.436929 BM25_Stopping
44 Q0 2325 6 0.355741 BM25_Stopping
44 Q0 1404 7 0.326192 BM25_Stopping
44 Q0 3130 8 0.313911 BM25_Stopping
44 Q0 633 9 0.304764 BM25_Stopping
44 Q0 2125 10 0.301844 BM25_Stopping
44 Q0 1771 11 0.297558 BM25_Stopping
44 Q0 2754 12 0.296182 BM25_Stopping
44 Q0 1802 13 0.286763 BM25_Stopping
44 Q0 525 14 0.286562 BM25_Stopping
44 Q0 2494 15 0.284712 BM25_Stopping
44 Q0 1809 16 0.282100 BM25_Stopping
44 Q0 1801 17 0.277611 BM25_Stopping
44 Q0 2771 18 0.277321 BM25_Stopping
44 Q0 1782 19 0.264257 BM25_Stopping
44 Q0 461 20 0.262308 BM25_Stopping
44 Q0 1855 21 0.255994 BM25_Stopping
44 Q0 2391 22 0.253123 BM25_Stopping
44 Q0 1780 23 0.243882 BM25_Stopping
44 Q0 1260 24 0.243097 BM25_Stopping
44 Q0 2050 25 0.242909 BM25_Stopping
44 Q0 2553 26 0.240346 BM25_Stopping
44 Q0 2719 27 0.230423 BM25_Stopping
44 Q0 931 28 0.229879 BM25_Stopping
44 Q0 2502 29 0.224895 BM25_Stopping
44 Q0 2478 30 0.223413 BM25_Stopping
44 Q0 1002 31 0.223336 BM25_Stopping
44 Q0 2255 32 0.211311 BM25_Stopping
44 Q0 1989 33 0.208763 BM25_Stopping
44 Q0 2504 34 0.207140 BM25_Stopping
44 Q0 2852 35 0.203037 BM25_Stopping
44 Q0 1679 36 0.198669 BM25_Stopping
44 Q0 1741 37 0.194554 BM25_Stopping
44 Q0 167 38 0.190477 BM25_Stopping
44 Q0 1686 39 0.187495 BM25_Stopping
44 Q0 2322 40 0.186304 BM25_Stopping
44 Q0 2923 41 0.181128 BM25_Stopping
44 Q0 2485 42 0.178556 BM25_Stopping
44 Q0 974 43 0.176989 BM25_Stopping
44 Q0 2210 44 0.174659 BM25_Stopping
44 Q0 1917 45 0.174260 BM25_Stopping
44 Q0 238 46 0.173391 BM25_Stopping
44 Q0 1435 47 0.170173 BM25_Stopping
44 Q0 2286 48 0.166777 BM25_Stopping
44 Q0 1735 49 0.166765 BM25_Stopping
44 Q0 1837 50 0.166744 BM25_Stopping
44 Q0 1921 51 0.166744 BM25_Stopping
44 Q0 643 52 0.165948 BM25_Stopping
44 Q0 2310 53 0.162478 BM25_Stopping
44 Q0 2735 54 0.161849 BM25_Stopping
44 Q0 1507 55 0.161581 BM25_Stopping
44 Q0 2813 56 0.161256 BM25_Stopping
44 Q0 1034 57 0.160094 BM25_Stopping
44 Q0 2279 58 0.159824 BM25_Stopping
44 Q0 217 59 0.159419 BM25_Stopping
44 Q0 3069 60 0.155910 BM25_Stopping
44 Q0 2062 61 0.154891 BM25_Stopping
44 Q0 85 62 0.154869 BM25_Stopping
44 Q0 329 63 0.154869 BM25_Stopping
44 Q0 2672 64 0.153587 BM25_Stopping
44 Q0 1927 65 0.152473 BM25_Stopping
44 Q0 1014 66 0.151725 BM25_Stopping
44 Q0 2683 67 0.148349 BM25_Stopping
44 Q0 2751 68 0.147482 BM25_Stopping
44 Q0 2221 69 0.146543 BM25_Stopping
44 Q0 93 70 0.144428 BM25_Stopping
44 Q0 533 71 0.140711 BM25_Stopping
44 Q0 1045 72 0.140487 BM25_Stopping
44 Q0 2812 73 0.140262 BM25_Stopping
44 Q0 417 74 0.140059 BM25_Stopping
44 Q0 1709 75 0.139965 BM25_Stopping
44 Q0 678 76 0.138947 BM25_Stopping
44 Q0 2930 77 0.138855 BM25_Stopping
44 Q0 1529 78 0.138805 BM25_Stopping
44 Q0 1683 79 0.137344 BM25_Stopping
44 Q0 3149 80 0.136871 BM25_Stopping
44 Q0 2969 81 0.136774 BM25_Stopping
44 Q0 912 82 0.136625 BM25_Stopping
44 Q0 2671 83 0.136625 BM25_Stopping
44 Q0 2877 84 0.135209 BM25_Stopping
44 Q0 1424 85 0.133994 BM25_Stopping
44 Q0 2560 86 0.133704 BM25_Stopping
44 Q0 1205 87 0.133130 BM25_Stopping
44 Q0 1668 88 0.132464 BM25_Stopping
44 Q0 57 89 0.132291 BM25_Stopping
44 Q0 2505 90 0.130477 BM25_Stopping
44 Q0 2634 91 0.129809 BM25_Stopping
44 Q0 1669 92 0.129506 BM25_Stopping
44 Q0 1654 93 0.128722 BM25_Stopping
44 Q0 1678 94 0.128511 BM25_Stopping
44 Q0 726 95 0.128338 BM25_Stopping
44 Q0 1104 96 0.127606 BM25_Stopping
44 Q0 2019 97 0.126810 BM25_Stopping
44 Q0 2437 98 0.125038 BM25_Stopping
44 Q0 2899 99 0.124942 BM25_Stopping
44 Q0 2593 100 0.124942 BM25_Stopping
