query_id Q0 docid rank BM25_Stopping_score system_name
13 Q0 2748 1 0.641109 BM25_Stopping
13 Q0 2464 2 0.625446 BM25_Stopping
13 Q0 1795 3 0.614195 BM25_Stopping
13 Q0 2491 4 0.568558 BM25_Stopping
13 Q0 2495 5 0.487065 BM25_Stopping
13 Q0 2897 6 0.449610 BM25_Stopping
13 Q0 1947 7 0.440494 BM25_Stopping
13 Q0 48 8 0.428432 BM25_Stopping
13 Q0 2834 9 0.410399 BM25_Stopping
13 Q0 3080 10 0.401012 BM25_Stopping
13 Q0 1362 11 0.396053 BM25_Stopping
13 Q0 2711 12 0.317402 BM25_Stopping
13 Q0 2835 13 0.316263 BM25_Stopping
13 Q0 2344 14 0.314838 BM25_Stopping
13 Q0 1652 15 0.298872 BM25_Stopping
13 Q0 1655 16 0.293661 BM25_Stopping
13 Q0 2680 17 0.292331 BM25_Stopping
13 Q0 2904 18 0.291856 BM25_Stopping
13 Q0 195 19 0.291367 BM25_Stopping
13 Q0 2611 20 0.287020 BM25_Stopping
13 Q0 1289 21 0.281472 BM25_Stopping
13 Q0 1756 22 0.278321 BM25_Stopping
13 Q0 2533 23 0.278321 BM25_Stopping
13 Q0 1414 24 0.272226 BM25_Stopping
13 Q0 1064 25 0.272226 BM25_Stopping
13 Q0 117 26 0.266292 BM25_Stopping
13 Q0 2559 27 0.263932 BM25_Stopping
13 Q0 1187 28 0.263569 BM25_Stopping
13 Q0 2616 29 0.258473 BM25_Stopping
13 Q0 2745 30 0.256969 BM25_Stopping
13 Q0 1232 31 0.247807 BM25_Stopping
13 Q0 2508 32 0.244957 BM25_Stopping
13 Q0 66 33 0.240613 BM25_Stopping
13 Q0 3129 34 0.238234 BM25_Stopping
13 Q0 3054 35 0.237748 BM25_Stopping
13 Q0 1757 36 0.234929 BM25_Stopping
13 Q0 2645 37 0.234120 BM25_Stopping
13 Q0 1231 38 0.228365 BM25_Stopping
13 Q0 230 39 0.227409 BM25_Stopping
13 Q0 2078 40 0.223645 BM25_Stopping
13 Q0 3171 41 0.221213 BM25_Stopping
13 Q0 2033 42 0.219741 BM25_Stopping
13 Q0 1670 43 0.219382 BM25_Stopping
13 Q0 3066 44 0.218419 BM25_Stopping
13 Q0 2569 45 0.217238 BM25_Stopping
13 Q0 149 46 0.216101 BM25_Stopping
13 Q0 2964 47 0.214347 BM25_Stopping
13 Q0 1195 48 0.212184 BM25_Stopping
13 Q0 1708 49 0.211940 BM25_Stopping
13 Q0 3134 50 0.211745 BM25_Stopping
13 Q0 1369 51 0.211457 BM25_Stopping
13 Q0 1065 52 0.210113 BM25_Stopping
13 Q0 267 53 0.208725 BM25_Stopping
13 Q0 2586 54 0.204918 BM25_Stopping
13 Q0 2253 55 0.197137 BM25_Stopping
13 Q0 2389 56 0.196468 BM25_Stopping
13 Q0 1204 57 0.195262 BM25_Stopping
13 Q0 2107 58 0.189796 BM25_Stopping
13 Q0 1886 59 0.188704 BM25_Stopping
13 Q0 1922 60 0.185087 BM25_Stopping
13 Q0 2892 61 0.183854 BM25_Stopping
13 Q0 2836 62 0.183391 BM25_Stopping
13 Q0 2359 63 0.181319 BM25_Stopping
13 Q0 333 64 0.178445 BM25_Stopping
13 Q0 1651 65 0.171843 BM25_Stopping
13 Q0 797 66 0.171078 BM25_Stopping
13 Q0 1992 67 0.170784 BM25_Stopping
13 Q0 3083 68 0.170435 BM25_Stopping
13 Q0 1465 69 0.168988 BM25_Stopping
13 Q0 1066 70 0.164295 BM25_Stopping
13 Q0 2537 71 0.161173 BM25_Stopping
13 Q0 2944 72 0.158938 BM25_Stopping
13 Q0 1564 73 0.157704 BM25_Stopping
13 Q0 3173 74 0.157032 BM25_Stopping
13 Q0 3154 75 0.156050 BM25_Stopping
13 Q0 2888 76 0.155558 BM25_Stopping
13 Q0 2133 77 0.151555 BM25_Stopping
13 Q0 1641 78 0.148490 BM25_Stopping
13 Q0 164 79 0.142329 BM25_Stopping
13 Q0 2701 80 0.141344 BM25_Stopping
13 Q0 1969 81 0.140871 BM25_Stopping
13 Q0 1807 82 0.137024 BM25_Stopping
13 Q0 1542 83 0.135888 BM25_Stopping
13 Q0 3167 84 0.134011 BM25_Stopping
13 Q0 2374 85 0.133853 BM25_Stopping
13 Q0 2816 86 0.130209 BM25_Stopping
13 Q0 3175 87 0.129948 BM25_Stopping
13 Q0 2423 88 0.128696 BM25_Stopping
13 Q0 3005 89 0.126514 BM25_Stopping
13 Q0 2929 90 0.125277 BM25_Stopping
13 Q0 1552 91 0.124019 BM25_Stopping
13 Q0 2290 92 0.123431 BM25_Stopping
13 Q0 598 93 0.123210 BM25_Stopping
13 Q0 1676 94 0.120071 BM25_Stopping
13 Q0 1973 95 0.118209 BM25_Stopping
13 Q0 93 96 0.117650 BM25_Stopping
13 Q0 1352 97 0.116927 BM25_Stopping
13 Q0 2736 98 0.116875 BM25_Stopping
13 Q0 2230 99 0.116875 BM25_Stopping
13 Q0 2863 100 0.116480 BM25_Stopping
