query_id Q0 docid rank BM25_Stopping_score system_name
59 Q0 3134 1 0.876305 BM25_Stopping
59 Q0 2905 2 0.806903 BM25_Stopping
59 Q0 1681 3 0.796184 BM25_Stopping
59 Q0 2111 4 0.685218 BM25_Stopping
59 Q0 137 5 0.669513 BM25_Stopping
59 Q0 2403 6 0.664003 BM25_Stopping
59 Q0 1665 7 0.653377 BM25_Stopping
59 Q0 1855 8 0.645014 BM25_Stopping
59 Q0 1725 9 0.621583 BM25_Stopping
59 Q0 1527 10 0.599390 BM25_Stopping
59 Q0 2278 11 0.589699 BM25_Stopping
59 Q0 2288 12 0.582086 BM25_Stopping
59 Q0 3126 13 0.579949 BM25_Stopping
59 Q0 2711 14 0.570293 BM25_Stopping
59 Q0 891 15 0.554250 BM25_Stopping
59 Q0 1525 16 0.544811 BM25_Stopping
59 Q0 2882 17 0.540861 BM25_Stopping
59 Q0 2208 18 0.530324 BM25_Stopping
59 Q0 2127 19 0.519072 BM25_Stopping
59 Q0 2481 20 0.518498 BM25_Stopping
59 Q0 1235 21 0.506201 BM25_Stopping
59 Q0 1927 22 0.502311 BM25_Stopping
59 Q0 2705 23 0.490371 BM25_Stopping
59 Q0 1989 24 0.489424 BM25_Stopping
59 Q0 2739 25 0.483312 BM25_Stopping
59 Q0 1456 26 0.482440 BM25_Stopping
59 Q0 1457 27 0.468811 BM25_Stopping
59 Q0 1699 28 0.466697 BM25_Stopping
59 Q0 1700 29 0.462246 BM25_Stopping
59 Q0 2437 30 0.456678 BM25_Stopping
59 Q0 681 31 0.454728 BM25_Stopping
59 Q0 2870 32 0.453305 BM25_Stopping
59 Q0 292 33 0.451563 BM25_Stopping
59 Q0 2730 34 0.447216 BM25_Stopping
59 Q0 2615 35 0.434217 BM25_Stopping
59 Q0 1486 36 0.430498 BM25_Stopping
59 Q0 2795 37 0.427722 BM25_Stopping
59 Q0 2715 38 0.426864 BM25_Stopping
59 Q0 2650 39 0.423672 BM25_Stopping
59 Q0 1746 40 0.422010 BM25_Stopping
59 Q0 2990 41 0.421163 BM25_Stopping
59 Q0 2407 42 0.417019 BM25_Stopping
59 Q0 661 43 0.416964 BM25_Stopping
59 Q0 275 44 0.413577 BM25_Stopping
59 Q0 651 45 0.413577 BM25_Stopping
59 Q0 2258 46 0.411003 BM25_Stopping
59 Q0 2532 47 0.408743 BM25_Stopping
59 Q0 1051 48 0.407019 BM25_Stopping
59 Q0 144 49 0.404816 BM25_Stopping
59 Q0 2070 50 0.401211 BM25_Stopping
59 Q0 2764 51 0.393122 BM25_Stopping
59 Q0 2050 52 0.390359 BM25_Stopping
59 Q0 1703 53 0.387454 BM25_Stopping
59 Q0 727 54 0.382856 BM25_Stopping
59 Q0 2516 55 0.373422 BM25_Stopping
59 Q0 2084 56 0.373139 BM25_Stopping
59 Q0 2519 57 0.372930 BM25_Stopping
59 Q0 2307 58 0.372097 BM25_Stopping
59 Q0 1693 59 0.371891 BM25_Stopping
59 Q0 3115 60 0.370686 BM25_Stopping
59 Q0 2000 61 0.366131 BM25_Stopping
59 Q0 1926 62 0.364046 BM25_Stopping
59 Q0 3041 63 0.362446 BM25_Stopping
59 Q0 2140 64 0.358024 BM25_Stopping
59 Q0 2091 65 0.358000 BM25_Stopping
59 Q0 3087 66 0.357487 BM25_Stopping
59 Q0 191 67 0.352064 BM25_Stopping
59 Q0 655 68 0.350427 BM25_Stopping
59 Q0 239 69 0.349030 BM25_Stopping
59 Q0 2253 70 0.346008 BM25_Stopping
59 Q0 161 71 0.340500 BM25_Stopping
59 Q0 2268 72 0.339020 BM25_Stopping
59 Q0 1441 73 0.337804 BM25_Stopping
59 Q0 2033 74 0.335893 BM25_Stopping
59 Q0 1675 75 0.335793 BM25_Stopping
59 Q0 2455 76 0.335469 BM25_Stopping
59 Q0 329 77 0.326144 BM25_Stopping
59 Q0 1885 78 0.323694 BM25_Stopping
59 Q0 1745 79 0.319076 BM25_Stopping
59 Q0 1359 80 0.317426 BM25_Stopping
59 Q0 1487 81 0.315789 BM25_Stopping
59 Q0 2888 82 0.315302 BM25_Stopping
59 Q0 1112 83 0.314311 BM25_Stopping
59 Q0 1275 84 0.313843 BM25_Stopping
59 Q0 1856 85 0.311575 BM25_Stopping
59 Q0 2772 86 0.310230 BM25_Stopping
59 Q0 166 87 0.307578 BM25_Stopping
59 Q0 2688 88 0.307475 BM25_Stopping
59 Q0 2139 89 0.306346 BM25_Stopping
59 Q0 1830 90 0.301911 BM25_Stopping
59 Q0 2345 91 0.299404 BM25_Stopping
59 Q0 1937 92 0.299132 BM25_Stopping
59 Q0 1162 93 0.298488 BM25_Stopping
59 Q0 2631 94 0.297183 BM25_Stopping
59 Q0 1032 95 0.297043 BM25_Stopping
59 Q0 1331 96 0.296201 BM25_Stopping
59 Q0 3046 97 0.295438 BM25_Stopping
59 Q0 2389 98 0.293581 BM25_Stopping
59 Q0 2808 99 0.292342 BM25_Stopping
59 Q0 2388 100 0.290832 BM25_Stopping
