query_id Q0 docid rank BM25_Stopping_score system_name
1 Q0 3048 1 0.677744 BM25_Stopping
1 Q0 2380 2 0.525821 BM25_Stopping
1 Q0 2740 3 0.520933 BM25_Stopping
1 Q0 2379 4 0.483626 BM25_Stopping
1 Q0 2685 5 0.479145 BM25_Stopping
1 Q0 3068 6 0.472410 BM25_Stopping
1 Q0 2629 7 0.469896 BM25_Stopping
1 Q0 2319 8 0.429155 BM25_Stopping
1 Q0 1753 9 0.422771 BM25_Stopping
1 Q0 2371 10 0.409666 BM25_Stopping
1 Q0 1519 11 0.406939 BM25_Stopping
1 Q0 1168 12 0.393784 BM25_Stopping
1 Q0 1680 13 0.381282 BM25_Stopping
1 Q0 1591 14 0.380808 BM25_Stopping
1 Q0 2621 15 0.372153 BM25_Stopping
1 Q0 1161 16 0.361303 BM25_Stopping
1 Q0 2219 17 0.346441 BM25_Stopping
1 Q0 1755 18 0.342036 BM25_Stopping
1 Q0 2358 19 0.337610 BM25_Stopping
1 Q0 704 20 0.337024 BM25_Stopping
1 Q0 1735 21 0.333563 BM25_Stopping
1 Q0 1173 22 0.326473 BM25_Stopping
1 Q0 1827 23 0.322106 BM25_Stopping
1 Q0 69 24 0.320990 BM25_Stopping
1 Q0 1163 25 0.318557 BM25_Stopping
1 Q0 887 26 0.317069 BM25_Stopping
1 Q0 1440 27 0.313677 BM25_Stopping
1 Q0 2917 28 0.307528 BM25_Stopping
1 Q0 1461 29 0.297393 BM25_Stopping
1 Q0 1752 30 0.295764 BM25_Stopping
1 Q0 252 31 0.293135 BM25_Stopping
1 Q0 1605 32 0.292150 BM25_Stopping
1 Q0 1642 33 0.291335 BM25_Stopping
1 Q0 1542 34 0.288864 BM25_Stopping
1 Q0 999 35 0.288069 BM25_Stopping
1 Q0 1410 36 0.287349 BM25_Stopping
1 Q0 2868 37 0.286348 BM25_Stopping
1 Q0 118 38 0.282330 BM25_Stopping
1 Q0 1304 39 0.280632 BM25_Stopping
1 Q0 1069 40 0.279395 BM25_Stopping
1 Q0 1506 41 0.278841 BM25_Stopping
1 Q0 1033 42 0.278511 BM25_Stopping
1 Q0 1106 43 0.277942 BM25_Stopping
1 Q0 148 44 0.277942 BM25_Stopping
1 Q0 135 45 0.277942 BM25_Stopping
1 Q0 2303 46 0.274722 BM25_Stopping
1 Q0 1749 47 0.274449 BM25_Stopping
1 Q0 50 48 0.273351 BM25_Stopping
1 Q0 234 49 0.273351 BM25_Stopping
1 Q0 1938 50 0.271425 BM25_Stopping
1 Q0 2357 51 0.270667 BM25_Stopping
1 Q0 767 52 0.269243 BM25_Stopping
1 Q0 157 53 0.268502 BM25_Stopping
1 Q0 433 54 0.268502 BM25_Stopping
1 Q0 189 55 0.268502 BM25_Stopping
1 Q0 2597 56 0.268433 BM25_Stopping
1 Q0 3069 57 0.266023 BM25_Stopping
1 Q0 2796 58 0.265078 BM25_Stopping
1 Q0 1657 59 0.265010 BM25_Stopping
1 Q0 163 60 0.264926 BM25_Stopping
1 Q0 1523 61 0.264168 BM25_Stopping
1 Q0 2627 62 0.262941 BM25_Stopping
1 Q0 3127 63 0.262778 BM25_Stopping
1 Q0 2766 64 0.261500 BM25_Stopping
1 Q0 1750 65 0.261084 BM25_Stopping
1 Q0 171 66 0.259683 BM25_Stopping
1 Q0 198 67 0.259683 BM25_Stopping
1 Q0 1195 68 0.259532 BM25_Stopping
1 Q0 2948 69 0.258667 BM25_Stopping
1 Q0 1462 70 0.258497 BM25_Stopping
1 Q0 174 71 0.257724 BM25_Stopping
1 Q0 818 72 0.257005 BM25_Stopping
1 Q0 414 73 0.256827 BM25_Stopping
1 Q0 2951 74 0.255389 BM25_Stopping
1 Q0 1544 75 0.254788 BM25_Stopping
1 Q0 3025 76 0.254514 BM25_Stopping
1 Q0 3023 77 0.253524 BM25_Stopping
1 Q0 1844 78 0.253253 BM25_Stopping
1 Q0 2955 79 0.252441 BM25_Stopping
1 Q0 1472 80 0.251855 BM25_Stopping
1 Q0 971 81 0.247870 BM25_Stopping
1 Q0 2317 82 0.244799 BM25_Stopping
1 Q0 2 83 0.243675 BM25_Stopping
1 Q0 47 84 0.243675 BM25_Stopping
1 Q0 1264 85 0.243078 BM25_Stopping
1 Q0 2632 86 0.240006 BM25_Stopping
1 Q0 2557 87 0.235925 BM25_Stopping
1 Q0 105 88 0.235849 BM25_Stopping
1 Q0 1209 89 0.235849 BM25_Stopping
1 Q0 1310 90 0.235849 BM25_Stopping
1 Q0 103 91 0.232458 BM25_Stopping
1 Q0 33 92 0.229550 BM25_Stopping
1 Q0 166 93 0.229526 BM25_Stopping
1 Q0 2984 94 0.228165 BM25_Stopping
1 Q0 2607 95 0.224104 BM25_Stopping
1 Q0 143 96 0.223579 BM25_Stopping
1 Q0 2920 97 0.222934 BM25_Stopping
1 Q0 2578 98 0.222038 BM25_Stopping
1 Q0 3002 99 0.221213 BM25_Stopping
1 Q0 2344 100 0.219982 BM25_Stopping
