query_id Q0 docid rank BM25_Stopping_score system_name
49 Q0 3134 1 0.961655 BM25_Stopping
49 Q0 2882 2 0.776855 BM25_Stopping
49 Q0 2288 3 0.631955 BM25_Stopping
49 Q0 2278 4 0.589699 BM25_Stopping
49 Q0 651 5 0.563296 BM25_Stopping
49 Q0 2479 6 0.550781 BM25_Stopping
49 Q0 891 7 0.501460 BM25_Stopping
49 Q0 2407 8 0.485149 BM25_Stopping
49 Q0 239 9 0.475383 BM25_Stopping
49 Q0 1699 10 0.461109 BM25_Stopping
49 Q0 1457 11 0.458586 BM25_Stopping
49 Q0 1927 12 0.452081 BM25_Stopping
49 Q0 1514 13 0.448659 BM25_Stopping
49 Q0 2852 14 0.444812 BM25_Stopping
49 Q0 3012 15 0.417295 BM25_Stopping
49 Q0 275 16 0.413577 BM25_Stopping
49 Q0 2070 17 0.401211 BM25_Stopping
49 Q0 2345 18 0.400801 BM25_Stopping
49 Q0 1725 19 0.387513 BM25_Stopping
49 Q0 2870 20 0.377439 BM25_Stopping
49 Q0 1681 21 0.372031 BM25_Stopping
49 Q0 2990 22 0.369372 BM25_Stopping
49 Q0 1032 23 0.357620 BM25_Stopping
49 Q0 1746 24 0.342302 BM25_Stopping
49 Q0 2583 25 0.336730 BM25_Stopping
49 Q0 1267 26 0.336671 BM25_Stopping
49 Q0 3100 27 0.335642 BM25_Stopping
49 Q0 2455 28 0.335469 BM25_Stopping
49 Q0 2832 29 0.331238 BM25_Stopping
49 Q0 292 30 0.323765 BM25_Stopping
49 Q0 2307 31 0.307690 BM25_Stopping
49 Q0 2163 32 0.302571 BM25_Stopping
49 Q0 1830 33 0.301911 BM25_Stopping
49 Q0 2516 34 0.301158 BM25_Stopping
49 Q0 2795 35 0.292310 BM25_Stopping
49 Q0 1745 36 0.286953 BM25_Stopping
49 Q0 1959 37 0.276951 BM25_Stopping
49 Q0 2311 38 0.275870 BM25_Stopping
49 Q0 2519 39 0.272810 BM25_Stopping
49 Q0 2160 40 0.271361 BM25_Stopping
49 Q0 1527 41 0.270536 BM25_Stopping
49 Q0 2140 42 0.265093 BM25_Stopping
49 Q0 2577 43 0.260117 BM25_Stopping
49 Q0 2575 44 0.260049 BM25_Stopping
49 Q0 2530 45 0.255857 BM25_Stopping
49 Q0 3090 46 0.255669 BM25_Stopping
49 Q0 1516 47 0.246552 BM25_Stopping
49 Q0 2390 48 0.246183 BM25_Stopping
49 Q0 652 49 0.242428 BM25_Stopping
49 Q0 2888 50 0.241860 BM25_Stopping
49 Q0 2631 51 0.240758 BM25_Stopping
49 Q0 269 52 0.239560 BM25_Stopping
49 Q0 2358 53 0.236607 BM25_Stopping
49 Q0 3169 54 0.233587 BM25_Stopping
49 Q0 1233 55 0.232612 BM25_Stopping
49 Q0 1971 56 0.229020 BM25_Stopping
49 Q0 2711 57 0.226340 BM25_Stopping
49 Q0 2949 58 0.225804 BM25_Stopping
49 Q0 1808 59 0.222772 BM25_Stopping
49 Q0 2876 60 0.222342 BM25_Stopping
49 Q0 2965 61 0.220172 BM25_Stopping
49 Q0 2978 62 0.219852 BM25_Stopping
49 Q0 1627 63 0.219793 BM25_Stopping
49 Q0 1937 64 0.218610 BM25_Stopping
49 Q0 3168 65 0.218381 BM25_Stopping
49 Q0 2372 66 0.217467 BM25_Stopping
49 Q0 2451 67 0.216796 BM25_Stopping
49 Q0 1652 68 0.215088 BM25_Stopping
49 Q0 2532 69 0.214883 BM25_Stopping
49 Q0 3150 70 0.211966 BM25_Stopping
49 Q0 2976 71 0.211497 BM25_Stopping
49 Q0 2111 72 0.208760 BM25_Stopping
49 Q0 1976 73 0.208527 BM25_Stopping
49 Q0 3154 74 0.205952 BM25_Stopping
49 Q0 2561 75 0.205915 BM25_Stopping
49 Q0 1970 76 0.204286 BM25_Stopping
49 Q0 2093 77 0.204127 BM25_Stopping
49 Q0 2116 78 0.200674 BM25_Stopping
49 Q0 1236 79 0.198645 BM25_Stopping
49 Q0 1831 80 0.196046 BM25_Stopping
49 Q0 3068 81 0.195716 BM25_Stopping
49 Q0 3137 82 0.195081 BM25_Stopping
49 Q0 2318 83 0.192876 BM25_Stopping
49 Q0 2525 84 0.192803 BM25_Stopping
49 Q0 1289 85 0.192722 BM25_Stopping
49 Q0 2696 86 0.191793 BM25_Stopping
49 Q0 2812 87 0.191286 BM25_Stopping
49 Q0 2127 88 0.189289 BM25_Stopping
49 Q0 2947 89 0.188655 BM25_Stopping
49 Q0 1935 90 0.188225 BM25_Stopping
49 Q0 1508 91 0.186392 BM25_Stopping
49 Q0 1414 92 0.186392 BM25_Stopping
49 Q0 1064 93 0.186392 BM25_Stopping
49 Q0 2522 94 0.185459 BM25_Stopping
49 Q0 1251 95 0.184373 BM25_Stopping
49 Q0 1461 96 0.183689 BM25_Stopping
49 Q0 2293 97 0.182443 BM25_Stopping
49 Q0 3177 98 0.181909 BM25_Stopping
49 Q0 1541 99 0.181427 BM25_Stopping
49 Q0 1063 100 0.180464 BM25_Stopping
